1000000000 50000 1000000000
4953280 16453081 53988904 62787204
29143225 27913678 57243578 67124265
63944955 50814032 75699952 58928686
30000186 89068575 39584694 96581484
25742086 16750111 32020597 21871259
34520291 35130879 97312040 96660235
40339072 27186300 55090791 43253785
28389112 11358908 49787563 80152659
10036473 12800841 21998933 99341852
63251551 54150787 72939032 88147604
54192186 23464326 55316116 69482509
37687315 27496291 55146969 31206598
4327405 28397071 73509320 70389874
47607486 40782240 80783592 91542405
45610840 73196351 66137307 89376577
3935419 21904661 54677000 42023249
6653789 56120611 71580033 71873187
53811505 10499903 88734592 60486695
47613467 11049441 89377135 86941064
6296030 76458290 67429247 89674779
11801270 46317102 15719957 95456493
20936257 1589406 52052899 21888051
5594392 33958671 63296656 91295858
72511081 21055882 90197021 75760245
67934313 77413786 77935802 77824342
66621273 40224497 73600103 71556906
13053824 20229087 88980704 94480726
3842660 41733484 90507501 86818249
18178882 75505983 76284286 76405327
29708165 26201255 47051709 62243461
270354 10661125 46290560 43237390
35723576 78769299 51152146 90391075
59811739 41378375 82710621 74225275
5762864 9110420 41207008 54029158
58188936 5533013 92612813 45294925
81869640 41721611 85290551 53060956
48728775 18081973 54080928 63105448
44423395 14171429 72412225 76894145
24736666 11400884 59147647 58082567
7659253 63652411 44563804 85174765
50376959 5376369 72816158 87262996
97566478 13798943 98609675 67588986
10211411 71030915 86896395 79972894
70536269 103910 92530125 89044707
6029242 17859462 26570608 91462584
7397328 3587865 70639879 75818051
48948708 5713919 96907973 13057166
42786991 42422741 77950830 71746761
71161621 82112945 93735513 87878677
78217135 51253265 81314689 60981646
6877569 2343685 61591748 14385174
9535349 27006636 42833351 66391992
46904248 10887215 67325153 20661030
12126256 32516841 41415740 48187136
5238328 25619659 18645503 26916663
67118848 43017913 73891146 96977571
32313107 53002611 33387274 68021741
62172294 68312116 87021204 84761978
36691548 58463421 95244463 62878954
2655723 9169222 93671540 58259710
18549103 33198231 75075032 37448519
69479840 9644373 93480389 79625358
20979313 4960856 86900500 71743824
18625486 5639643 35133736 83074617
28174332 51549322 61364014 55579093
12116142 17619074 15414233 18916601
23664717 33635141 44332400 83527394
43803175 61021390 81495998 87551136
47638915 29363883 86267840 80897994
1363326 30879522 81070495 42335365
43610391 3259389 97516208 99090391
1874123 28885134 88023112 45702979
63781919 6966882 85794459 49276568
23696964 27269203 68762142 99857095
27596889 35294206 77642426 52701636
46427518 30965750 66895022 68850949
28778755 1385459 57593339 8453225
10671180 8842313 23029823 63375450
30085192 80689400 88338140 83541651
24040087 81440770 86729979 92579354
16073447 70289616 24025233 80048941
52544060 59284902 80574940 91606503
1881210 28552896 95462157 99036383
20591122 23052527 22687083 28226528
17331396 49919637 38975036 67784045
974225 34552796 98573157 63030522
52883598 16775363 93798799 68796978
1337191 51211272 25006784 75751949
25502553 27537935 73118617 71943425
7234497 62582615 65421087 89152346
38326752 48203653 66801053 89884643
27753017 41357912 28737670 62694142
31568738 19455255 47899429 43238461
11780183 31873966 71269703 99060924
1132789 83922192 23279471 92499313
7577078 33930017 58407046 53420875
5816434 14268826 51023354 47116653
70486257 81496176 97360095 90044132
51007935 21392975 62009946 80454239
20549676 63108274 25261209 72961473
58806750 45284082 89298864 57909842
45943181 31989756 64909003 40420958
4653059 20787678 10586382 58512013
16639173 83161096 93926909 95138598
22682306 26181624 76404434 80231274
35364267 28925619 80636763 93136102
35384070 56246809 48523195 83087855
39123734 71096985 45496881 78783883
69756309 76561316 73898368 97494894
31005153 49949423 85122165 96007988
21777865 61266230 22914756 70731244
39693611 53100790 88490338 56017023
3029740 6513866 43927389 17015191
57677508 33078161 71276503 85810257
21212676 3488298 64156256 96680404
17015993 91427009 52535695 99598945
4064702 41262373 14292518 97683405
46028526 5176652 57782779 81969717
10421347 83367451 25476583 92752826
33768901 18073838 62273196 99660667
11141842 59711898 13782984 60938305
674743 29733881 44638558 80669597
42220260 12102356 73359170 82894233
32197847 83411623 67954311 95896566
55996566 33854248 71378060 64308217
47521967 45925656 95918646 87071065
17954106 48865966 24593773 59749736
84166616 13006806 94402853 14721098
21188176 51448452 28650730 54031945
8099124 876442 99810966 71154236
16725159 37100365 38217241 95847316
62199132 65367099 94873766 85678861
9635454 57092753 31456191 67943564
64630481 27040342 72936321 30896339
35534831 23720508 53571217 86386468
40138378 7742151 84827718 97865641
6755154 11825682 85851342 92857782
212745 19953646 94263805 82121146
79411778 28372178 83728914 87901302
9455926 15007658 93496883 71936369
14185616 14875037 64935737 59300941
142993 20497653 97963122 95799843
67335271 62188624 92268246 86988447
87296881 47606318 98593764 59290838
13138393 72831509 60357086 77043296
60753875 84708426 69178913 86145904
46492927 22823483 94245473 44644133
80637408 9098645 88809933 40862048
27015601 54852998 40035898 74626399
33360359 14269974 35616408 78918825
70051152 22832120 70980702 44045045
43144399 15541462 96133387 46164823
2681163 43068896 81312027 66295637
67740625 31417979 69380407 60864450
42307226 21252544 66701584 49717511
28639734 1869884 50505811 76350546
86498600 17432098 89793943 57493401
50774187 80264157 68669398 86075144
30302589 34105214 82328567 60955909
83811033 83216662 84332211 89727879
46904764 33853806 69631973 56100026
5261875 8583979 62458716 25978031
87671 7870241 8351854 49502059
41441605 3687125 42091500 82174513
18787399 41714443 37612781 95107750
3404534 49396583 74192922 54025588
32558146 86687416 41405525 91516284
74737981 28739 97087656 18997772
9619347 40976271 53745774 63525871
11135295 37187999 99440998 83481399
8737743 894733 61881507 50319750
15570635 12884063 54668235 32314006
9184520 64268224 87521784 74013750
90589335 66593818 93876086 95795392
63777550 13933987 68715705 44632300
22080703 48754456 51951191 90466535
42230399 28035942 56063073 30452781
27012559 40694821 80196036 75073783
40570771 5560999 59435176 30390113
28921190 40106861 81643140 40535079
58024700 9252598 93908831 43982415
33782790 22621028 44659143 80373326
2631630 72663424 82856861 91287867
49724102 3743945 71418251 21832534
3891608 5941972 85851953 74162925
88565637 65407920 98203935 66550255
63997713 31965022 95401980 76652532
10430989 26376916 40370117 79137674
14963176 25824656 74587014 98330632
13002702 8900994 79813023 24114114
24325329 4897656 31555379 77159422
29725282 58922984 62895131 66298641
23260456 21669497 90398731 76936527
1205762 36281218 41897260 61548141
8505382 99037034 17796933 99329395
29692205 7220814 30443497 12475224
69858772 71951387 70514304 76352137
45268249 15050780 77414701 59642465
69962087 9826646 82605207 14038508
29259784 29026054 97481844 32840169
58452497 2501587 75606029 5214844
29622023 11158919 32848375 39187421
19259906 56696935 82462069 71798780
5734563 72604773 54040484 95186150
23996429 6463062 90793994 85529912
20549047 2315312 72557632 61249232
154727 21846572 92077648 54861934
20428514 22803439 23194488 86795056
74918805 57150741 97137679 69270265
34213401 10247446 78139890 39617988
69941397 24727010 81980199 53562404
23248424 22080796 79182154 47917364
16836076 13672363 42585119 23440767
6899296 32732697 24085345 60716522
39592684 58179336 53145144 80574936
3237703 2622195 60831773 12782104
20702704 59762243 99300083 86089117
25284913 35906158 33549873 59332860
9886862 28238564 70307210 29773363
43124788 25203791 61443423 49117630
40723448 1797297 85751828 56266189
17016926 43684955 39004587 84730942
49228587 36545068 61029386 86797241
16790019 49895501 77588143 92694337
83691851 57056879 85554673 78919240
15781453 42610369 54377677 55940733
16778391 66169171 65597014 71266313
10750428 9535247 31222849 74632499
25160641 46920759 49323428 48708466
10160702 6788953 14161001 88439748
40125731 42927633 90734956 55740558
76197712 35341886 81770850 82447236
23838672 29957484 62368953 60770163
25597680 94458941 29279415 94830067
31126200 13320982 32850329 22922444
17190060 54226508 27305909 65196064
67916613 48955022 82308995 96780121
71927971 31580237 88216564 64426399
11840213 33461232 44431328 65734314
20480154 22358804 87633597 78410585
6413265 51662931 45860640 52710396
65886579 3009626 96515312 87411482
17770592 33236850 18973939 90353586
73743611 19622316 87671337 90743716
67807960 29262245 85097090 70203459
54886277 33188617 97624368 61321758
12330319 39862370 63008238 87359263
44954637 13739472 57794939 89099951
36806727 61785852 64413784 72879336
18959365 12816373 77628247 46324513
6067424 31261825 96729538 39481922
35309286 58893905 65718231 97681606
65339013 44055034 78954180 45142865
59993417 22905169 77498255 29531413
5224798 30865159 89614981 57624932
37112338 34149682 53539337 98558231
23334668 52972458 49814637 87964047
9809296 42505138 41301130 58692333
28753837 48466208 79431896 76090423
37559190 91350285 96267435 98911551
11906337 15224610 57238111 99047376
46967368 23916053 98353034 50322463
50157851 4275621 93257264 14592256
21359637 52155966 36213834 52408810
46693435 86550241 92441406 88224915
9123116 66743579 60429960 97061631
39604568 68500892 51612087 98737084
53617714 23102407 68232127 71209640
4913297 73187280 13559931 82218059
32730232 42998007 74086449 65543818
81955283 48594032 92516334 70042314
66767664 8979846 81000399 14658148
48036288 74562368 74758040 99492458
84105371 20096356 93367819 70435554
15235885 27758343 24540602 40225734
47955023 28955972 72648583 79793779
29044209 54663449 91544645 54686877
2733299 24277277 85650293 34264509
86588478 60065838 96157036 73479087
34781657 77034763 76655247 84315130
35980688 23171505 54155877 96348685
5816169 21949204 82113664 56298560
90694240 23846884 93879499 73601221
87956656 11803285 97315857 48908581
1943892 66153896 11018292 92642080
6780954 10520657 33535120 30590415
50054611 15122955 60910246 90960803
23488757 15038556 92535810 74468941
1032658 20822061 88119438 60138459
16992888 7359508 58162035 49090580
56322875 83133103 81017877 98067913
12142455 3515922 65127255 25701777
2067879 91642611 71932733 98575689
13897929 18879524 83129226 24051285
25029349 45066583 70533402 75698774
22456665 21834195 35711875 28521786
6651486 21936537 72668727 22992743
8279440 54013120 9731160 97772113
42156118 1908108 84105132 34677585
4837522 7970904 14916712 8964667
6082586 7131747 28103568 72197838
65562385 41802309 91807241 59048516
57474772 29242818 69293826 71999706
12191299 14756595 29876824 68279733
39393662 42366139 53847045 70616866
24812355 38281015 65459107 49068452
7785535 9322684 90377857 9998459
53274619 2032415 86204738 99417119
30048255 62504421 83196912 69225155
2266738 44355562 56825522 71799199
18562994 34963736 20838172 55835124
26791337 49405566 31960854 53056621
50528345 23280350 97831533 98559828
11366441 15561908 92050692 39749153
37421964 35775935 59435047 56160443
78951053 20374734 86150880 48188364
24869468 20011686 73413076 51377720
24247238 33526911 30521038 90065509
11705990 14145995 77854503 15075200
37886756 5457386 85324867 31439974
75673048 71911707 86562423 80823587
4062144 52734504 37107460 70073328
36090660 70593464 78724077 74557814
53529501 49324963 79760245 96085397
4563744 8512132 5684852 46960301
13174583 56095966 47851161 98741679
7012141 8480704 27993235 68118912
41488396 6143687 59112951 25634303
21353060 47465188 68175927 83793243
75718373 59579294 88856832 93931069
1174231 18876995 33809314 50507708
60614730 18037233 88413390 69295682
24111159 9977610 55307020 24383189
37082101 3245580 66901110 68534706
89245379 44772386 91802055 78839131
41590272 49760962 49230444 95601821
39645574 42083570 98478883 80342830
47391330 69383636 50754493 85766746
68794658 26748054 94214269 55688619
37548071 27505066 85137659 31435638
28744148 57268500 90664695 84392186
14989884 45586727 68982787 75738630
63472268 71085903 71465428 77010863
18763993 22168538 55238345 47412092
19797141 37055306 89472308 61628217
8947619 61753534 72392329 80047631
12431268 21473768 49159478 31155940
39896645 20931183 97166743 52557626
39201166 27299087 93040898 96751535
12882181 21321673 49039443 76859289
16837242 45197600 69563033 96032540
6996795 9226625 96749817 78910919
28710943 45064667 30573110 81671284
93406345 45582492 96850107 61868320
1423352 1770292 97189543 10606405
19818788 6791110 35967853 27351532
59634363 35514258 74275712 59104690
14264867 1861842 96231956 20469256
8386930 13004111 9016589 93371646
45972290 12876668 56445555 12994708
8364270 54696640 34840149 61018804
62358067 65447723 96360917 85168435
32616512 28462867 67912468 74906155
56364444 61149105 98899296 81343656
3982216 75814082 58697703 83070140
35378198 55360593 37873810 77249648
9416105 833692 47580483 68178501
51850299 45411614 68623091 70756921
2923698 25824470 82199988 68188614
85364117 12582834 85678656 57505156
7414925 49212283 56908994 55446546
25485352 13207523 58520361 77407545
23422751 27527186 75061741 56677171
37622770 25646977 98114693 64242482
56888414 46435013 62747605 93330614
72689228 33197644 87337712 85698825
41634118 27398431 96689225 78571494
12466184 36317588 15769046 80022419
28518582 35466671 44747654 94349215
9793800 23083113 22735948 81244568
28866729 65639925 83758044 84907443
32339778 38852219 56301606 62104815
39479321 23441892 72545670 38077769
39189680 10428192 64969900 63580857
64008131 67264265 65297516 74301120
15798022 24741904 45124364 47238490
27528476 70752297 35321862 88325967
42460163 82819954 56951009 84609470
873386 10589439 96248271 60547924
40531503 61897995 61473780 76948459
